"Country","CHES.party.id","ParlGov.party.id","Verified","Abnormalities"
"Estonia",2204,1448,TRUE,NA
"Estonia",2205,1590,TRUE,NA
"Estonia",2206,417,TRUE,NA
"Estonia",2207,219,TRUE,NA
"Estonia",2208,NA,NA,NA
"Finland",1401,395,TRUE,NA
"Finland",1402,1118,TRUE,NA
"Finland",1403,94,TRUE,NA
"Finland",1404,1427,TRUE,NA
"Finland",1405,200,TRUE,NA
"Finland",1406,585,TRUE,NA
"Finland",1408,1062,TRUE,NA
"Finland",1409,1463,TRUE,NA
"Finland",1411,NA,NA,NA
"Finland",1412,638,TRUE,NA
"Finland",1413,1105,TRUE,NA
"France",601,686,TRUE,NA
"France",602,1539,TRUE,NA
"France",603,1492,TRUE,NA
"France",605,873,TRUE,NA
"France",609,138,TRUE,NA
"France",609,658,TRUE,NA
"France",610,270,TRUE,NA
"France",612,1101,TRUE,NA
"France",613,509,TRUE,NA
"France",614,NA,NA,NA
"France",615,NA,NA,NA
"France",617,NA,NA,NA
"France",618,NA,NA,NA
"France",619,NA,NA,NA
"France",620,NA,NA,NA
"France",621,NA,NA,NA
"France",622,NA,NA,NA
"France",623,2078,NA,NA
"France",624,NA,NA,NA
"France",625,NA,NA,NA
"Germany",301,808,TRUE,NA
"Germany",302,558,TRUE,NA
"Germany",303,543,TRUE,NA
"Germany",304,772,TRUE,NA
"Germany",305,NA,NA,NA
"Germany",306,NA,NA,NA
"Germany",308,1180,TRUE,NA
"Germany",308,1180,TRUE,NA
"Germany",309,NA,NA,NA
"Germany",310,NA,NA,NA
"Germany",311,NA,NA,NA
"Germany",312,NA,NA,NA
"Greece",401,1338,TRUE,NA
"Greece",402,47,TRUE,NA
"Greece",403,1441,TRUE,NA
"Greece",404,614,TRUE,NA
"Greece",408,NA,NA,NA
"Greece",409,720,TRUE,NA
"Greece",410,1179,TRUE,NA
"Greece",411,NA,NA,NA
"Greece",412,NA,NA,NA
"Greece",413,NA,NA,NA
"Greece",414,2093,NA,NA
"Greece",415,NA,NA,NA
"Hungary",2301,1591,TRUE,NA
"Hungary",2302,921,TRUE,NA
"Hungary",2303,546,TRUE,NA
"Hungary",2304,1426,TRUE,NA
"Hungary",2305,95,TRUE,NA
"Hungary",2306,NA,NA,NA
"Hungary",2307,434,TRUE,NA
"Hungary",2308,NA,NA,NA
"Hungary",2309,403,TRUE,NA
"Hungary",2310,NA,NA,NA
"Hungary",2311,NA,NA,NA
"Ireland",701,280,TRUE,NA
"Ireland",702,1393,TRUE,NA
"Ireland",703,318,TRUE,NA
"Ireland",705,1573,TRUE,NA
"Ireland",706,651,TRUE,NA
"Ireland",707,433,TRUE,NA
"Ireland",708,1014,TRUE,NA
"Ireland",709,1804,NA,NA
"Italy",802,809,TRUE,NA
"Italy",803,1321,TRUE,NA
"Italy",805,373,TRUE,NA
"Italy",806,93,TRUE,NA
"Italy",807,1278,TRUE,NA
"Italy",808,910,TRUE,NA
"Italy",811,1436,TRUE,NA
"Italy",813,NA,NA,NA
"Italy",814,627,TRUE,NA
"Italy",814,226,TRUE,NA
"Italy",815,596,TRUE,NA
"Italy",817,NA,NA,NA
"Italy",818,627,TRUE,NA
"Italy",819,961,TRUE,NA
"Italy",819,1005,TRUE,NA
"Italy",820,NA,NA,NA
"Italy",821,NA,NA,NA
"Italy",822,NA,NA,NA
"Italy",823,NA,NA,NA
"Italy",824,NA,NA,NA
"Italy",825,630,TRUE,NA
"Italy",826,NA,NA,NA
"Italy",827,1030,TRUE,NA
"Italy",828,693,TRUE,NA
"Italy",829,399,TRUE,NA
"Italy",830,NA,NA,NA
"Italy",832,NA,NA,NA
"Italy",835,1287,TRUE,NA
"Italy",836,1661,TRUE,NA
"Italy",837,382,TRUE,NA
"Italy",838,NA,NA,NA
"Italy",839,NA,NA,NA
"Italy",840,1040,TRUE,NA
"Italy",841,1661,TRUE,NA
"Italy",842,809,TRUE,NA
"Italy",843,NA,NA,NA
"Italy",844,NA,NA,NA
"Italy",845,NA,NA,NA
"Italy",846,NA,NA,NA
"Italy",847,NA,NA,NA
"Italy",848,NA,NA,NA
"Latvia",2401,1518,TRUE,NA
"Latvia",2402,1520,TRUE,NA
"Latvia",2403,811,TRUE,NA
"Latvia",2404,1043,TRUE,NA
"Latvia",2405,466,TRUE,NA
"Latvia",2406,521,TRUE,NA
"Latvia",2407,526,TRUE,NA
"Latvia",2408,NA,NA,NA
"Latvia",2410,1100,TRUE,NA
"Latvia",2411,1942,TRUE,NA
"Latvia",2412,1666,TRUE,NA
"Latvia",2413,NA,NA,NA
"Latvia",2414,NA,NA,NA
"Lithuania",2501,1408,TRUE,NA
"Lithuania",2502,1261,TRUE,NA
"Lithuania",2503,NA,NA,NA
"Lithuania",2504,856,TRUE,NA
"Lithuania",2505,983,TRUE,NA
"Lithuania",2506,293,TRUE,NA
"Lithuania",2507,1632,TRUE,NA
"Lithuania",2507,1438,TRUE,TRUE
"Lithuania",2507,191,TRUE,TRUE
"Lithuania",2508,675,TRUE,NA
"Lithuania",2509,887,TRUE,NA
"Lithuania",2510,1320,TRUE,NA
"Lithuania",2511,28,TRUE,NA
"Lithuania",2512,1562,TRUE,NA
"Lithuania",2513,1482,TRUE,NA
"Lithuania",2514,129,TRUE,NA
"Lithuania",2515,1421,TRUE,NA
"Lithuania",2516,581,TRUE,NA
"Lithuania",2517,1502,TRUE,NA
"Lithuania",2518,482,TRUE,NA
"Lithuania",2519,NA,NA,NA
"Lithuania",2520,NA,NA,NA
"Luxembourg",3801,1234,NA,NA
"Luxembourg",3802,NA,NA,NA
"Luxembourg",3803,967,NA,NA
"Luxembourg",3804,701,NA,NA
"Luxembourg",3805,1582,NA,NA
"Luxembourg",3806,457,NA,NA
"Macedonia",3201,NA,NA,NA
"Macedonia",3202,NA,NA,NA
"Macedonia",3203,NA,NA,NA
"Macedonia",3204,NA,NA,NA
"Macedonia",3205,NA,NA,NA
"Macedonia",3206,NA,NA,NA
"Macedonia",3207,NA,NA,NA
"Malta",3701,NA,NA,NA
"Malta",3702,984,NA,NA
"Netherlands",1001,235,TRUE,NA
"Netherlands",1002,742,TRUE,NA
"Netherlands",1003,1409,TRUE,NA
"Netherlands",1004,345,TRUE,NA
"Netherlands",1005,756,TRUE,NA
"Netherlands",1006,1251,TRUE,NA
"Netherlands",1007,625,TRUE,NA
"Netherlands",1008,212,TRUE,NA
"Netherlands",1009,NA,NA,NA
"Netherlands",1014,357,TRUE,NA
"Netherlands",1015,456,TRUE,NA
"Netherlands",1016,1206,TRUE,NA
"Netherlands",1017,1501,TRUE,NA
"Netherlands",1018,990,TRUE,NA
"Netherlands",1019,1251,TRUE,NA
"Netherlands",1020,NA,NA,NA
"Norway",3501,NA,NA,NA
"Norway",3502,NA,NA,NA
"Norway",3503,1435,NA,NA
"Norway",3504,81,NA,NA
"Norway",3505,702,NA,NA
"Norway",3506,1538,NA,NA
"Norway",3507,647,NA,NA
"Norway",3508,NA,NA,NA
"Poland",2601,629,TRUE,NA
"Poland",2602,838,TRUE,NA
"Poland",2603,512,TRUE,NA
"Poland",2604,207,TRUE,NA
"Poland",2605,528,TRUE,NA
"Poland",2606,664,TRUE,NA
"Poland",2607,987,TRUE,NA
"Poland",2608,1355,TRUE,NA
"Poland",2609,1104,TRUE,NA
"Poland",2611,1140,TRUE,NA
"Poland",2612,NA,NA,NA
"Poland",2613,1945,NA,NA
"Poland",2614,NA,NA,NA
"Poland",2615,NA,NA,NA
"Poland",2616,2012,NA,NA
"Portugal",1201,1295,TRUE,NA
"Portugal",1202,251,TRUE,NA
"Portugal",1205,725,TRUE,NA
"Portugal",1206,1273,TRUE,NA
"Portugal",1208,557,TRUE,NA
"Portugal",1209,NA,NA,NA
"Romania",2701,1120,TRUE,NA
"Romania",2702,5,TRUE,NA
"Romania",2703,713,TRUE,NA
"Romania",2704,419,TRUE,NA
"Romania",2705,1015,TRUE,NA
"Romania",2706,948,TRUE,NA
"Romania",2707,NA,NA,NA
"Romania",2708,NA,NA,NA
"Romania",2709,2002,NA,NA
"Romania",2710,NA,NA,NA
"Romania",2711,NA,NA,NA
"Romania",2712,NA,NA,NA
"Serbia",3301,NA,NA,NA
"Serbia",3302,NA,NA,NA
"Serbia",3303,NA,NA,NA
"Serbia",3304,NA,NA,NA
"Serbia",3305,NA,NA,NA
"Serbia",3306,NA,NA,NA
"Serbia",3307,NA,NA,NA
"Serbia",3308,NA,NA,NA
"Serbia",3309,NA,NA,NA
"Slovakia",2801,1142,TRUE,NA
"Slovakia",2802,131,TRUE,NA
"Slovakia",2803,220,TRUE,NA
"Slovakia",2804,559,TRUE,NA
"Slovakia",2805,1432,TRUE,NA
"Slovakia",2806,1200,TRUE,NA
"Slovakia",2807,44,TRUE,NA
"Slovakia",2808,NA,NA,NA
"Slovakia",2809,1072,TRUE,NA
"Slovakia",2810,1142,TRUE,NA
"Slovakia",2811,NA,NA,NA
"Slovakia",2812,1460,TRUE,NA
"Slovakia",2813,1620,TRUE,NA
"Slovakia",2814,NA,NA,NA
"Slovakia",2815,NA,NA,NA
"Slovakia",2816,NA,NA,NA
"Slovenia",2901,1252,TRUE,NA
"Slovenia",2902,179,TRUE,NA
"Slovenia",2903,706,TRUE,NA
"Slovenia",2904,16,TRUE,NA
"Slovenia",2905,1047,TRUE,NA
"Slovenia",2906,1587,TRUE,NA
"Slovenia",2907,981,TRUE,NA
"Slovenia",2908,1512,TRUE,NA
"Slovenia",2909,NA,NA,NA
"Slovenia",2910,326,TRUE,NA
"Slovenia",2911,NA,NA,NA
"Slovenia",2912,NA,NA,NA
"Slovenia",2913,NA,NA,NA
"Slovenia",2914,NA,NA,NA
"Spain",501,902,TRUE,NA
"Spain",502,645,TRUE,NA
"Spain",504,118,TRUE,NA
"Spain",505,894,TRUE,NA
"Spain",506,1361,TRUE,NA
"Spain",507,845,TRUE,NA
"Spain",508,NA,NA,NA
"Spain",510,1221,TRUE,NA
"Spain",511,757,TRUE,NA
"Spain",512,443,TRUE,NA
"Spain",513,520,TRUE,NA
"Spain",514,NA,NA,NA
"Spain",516,370,TRUE,NA
"Spain",517,234,TRUE,NA
"Spain",518,941,TRUE,NA
"Spain",519,1974,TRUE,NA
"Spain",520,1367,TRUE,NA
"Spain",521,NA,NA,NA
"Spain",522,NA,NA,NA
"Spain",523,551,TRUE,NA
"Spain",524,NA,NA,NA
"Spain",525,NA,NA,NA
"Spain",526,NA,NA,NA
"Sweden",1601,882,TRUE,NA
"Sweden",1602,904,TRUE,NA
"Sweden",1603,1461,TRUE,NA
"Sweden",1604,892,TRUE,NA
"Sweden",1605,657,TRUE,NA
"Sweden",1606,282,TRUE,NA
"Sweden",1607,1154,TRUE,NA
"Sweden",1608,NA,NA,NA
"Sweden",1609,NA,NA,NA
"Sweden",1610,1546,TRUE,NA
"Sweden",1611,NA,NA,NA
"Sweden",1612,NA,NA,NA
"Switzerland",3601,NA,NA,NA
"Switzerland",3602,NA,NA,NA
"Switzerland",3603,NA,NA,NA
"Switzerland",3604,NA,NA,NA
"Switzerland",3605,NA,NA,NA
"Switzerland",3606,NA,NA,NA
"Switzerland",3607,NA,NA,NA
"Switzerland",3608,NA,NA,NA
"Switzerland",3610,1500,NA,NA
"Switzerland",3611,NA,NA,NA
"Switzerland",3612,1213,NA,NA
"Turkey",3401,NA,NA,NA
"Turkey",3402,NA,NA,NA
"Turkey",3403,NA,NA,NA
"Turkey",3404,NA,NA,NA
"Turkey",3405,NA,NA,NA
"Turkey",3407,NA,NA,NA
"United Kingdom",1101,773,TRUE,NA
"United Kingdom",1102,1556,TRUE,NA
"United Kingdom",1104,1302,TRUE,NA
"United Kingdom",1105,1284,TRUE,NA
"United Kingdom",1106,311,TRUE,NA
"United Kingdom",1107,467,TRUE,NA
"United Kingdom",1108,NA,NA,NA
"United Kingdom",1109,NA,NA,NA
