"Country","Year","Desirable","Undesirable","USldrSpread","democ","autoc","DefIncrease","DefDecrease","DefSame","DefIDK","DefSpread","EUldrSpread","EUfvrSpread","NATOessSpread","NATO.EUspread","IntlCnf","CivilWar","GDPpCap","Population","NATOally","Attacks","IntAt","DomAt","Unit.Currency","DefSpnd","DefSpendDiff","DefSpendDelt","DefSpnd_lead","DefSpendDiff_lead","DefSpendDelt_lead","EquSpnd","EquSpendDiff","EquSpendDelt","EquSpnd_lead","EquSpendDiff_lead","EquSpendDelt_lead","InfSpnd","InfSpnd_lead","OnMspnd","OnMspendDiff","OnMspendDelt","OnMspnd_lead","OnMspendDiff_lead","OnMspendDelt_lead","PerSpnd","PerSpnd_lead","RnDspnd","RnDspnd_lead","Cab_left_right","Opp_left_right","left_right_ls_spread","Cab_liberty_authority","Opp_liberty_authority","liberty_authority_ls_spread","Cab_eu_anti_pro","Opp_eu_anti_pro","eu_anti_pro_ls_spread","CabinetChecksum","OppositionChecksum","UnlabeledParliamentShare","ThreatRatio","GDPpCapDiff","PopulationDiff","GDPpCapDelt","PopulationDelt","DefSpread_lag1","EUldrSpread_lag1","EUfvrSpread_lag1","NATOessSpread_lag1","NATO.EUspread_lag1","DefSpread_lag2","EUldrSpread_lag2","EUfvrSpread_lag2","NATOessSpread_lag2","NATO.EUspread_lag2"
"Spain",2005,22,73,-0.51,10,0,NA,NA,NA,NA,NA,0.69,NA,0.08,-0.07,0,0,27973,43653155,1,19,0,19,"Mil EURO",1.1623e+10,-1.37e+08,-0.0116496598639456,1.2253e+10,6.3e+08,0.0542028736126645,2568675790,-112601926,-0.0419956222095421,2658946089,90270299,0.035142737495883,209698883.6,343332618.5,2516386603,36676581,0.0147906733749532,2697613431,181226828,0.0720186746281131,6360866136,6560105389,213784818.8,194295457.7,3.7377,"7.00636054054054",10.6841417292868,3.0399,"7.15208216216216",16.9100421348047,9.129,"7.68217405405405",2.09330531786238,1,1,0.00285714285714286,0.0605387931034483,799,731260,0.029403105910061,0.0170369924254277,-0.12,NA,NA,0.21,-0.1,NA,NA,NA,NA,NA
"Spain",2006,19,78,-0.59,10,0,NA,NA,NA,NA,NA,0.49,NA,0.04,-0.23,0,0,29272,44397319,1,17,0,17,"Mil EURO",1.2253e+10,6.3e+08,0.0542028736126645,1.2593e+10,3.4e+08,0.0277483065371746,2658946089,90270299,0.035142737495883,2619357804,-39588285,-0.0148887129241829,343332618.5,365680917,2697613431,181226828,0.0720186746281131,2938057023,240443592,0.0891319672555411,6560105389,6683134001,194295457.7,219358574.3,3.7377,"7.00636054054054",10.6841417292868,3.0399,"7.15208216216216",16.9100421348047,9.129,"7.68217405405405",2.09330531786238,1,1,0.00285714285714286,0.058204132231405,1299,744164,0.0464376362921388,0.0170471985358218,NA,0.69,NA,0.08,-0.07,-0.12,NA,NA,0.21,-0.1
"Spain",2007,18,79,-0.61,10,0,NA,NA,NA,NA,NA,0.51,NA,0.04,NA,0,0,33030,45226803,1,6,0,6,"Mil EURO",1.2593e+10,3.4e+08,0.0277483065371746,1.2872e+10,2.79e+08,0.0221551655681729,2619357804,-39588285,-0.0148887129241829,2896124223,276766419,0.105661936898179,365680917,295747668.3,2938057023,240443592,0.0891319672555411,2764597768,-173459255,-0.0590387639321186,6683134001,6905065124,219358574.3,258277860.7,3.7377,"7.00636054054054",10.6841417292868,3.0399,"7.15208216216216",16.9100421348047,9.129,"7.68217405405405",2.09330531786238,1,1,0.00285714285714286,0.056348,3758,829484,0.128382071604263,0.0186832002175628,NA,0.49,NA,0.04,-0.23,NA,0.69,NA,0.08,-0.07
"Spain",2008,18,78,-0.6,10,0,29,20,42,10,0.09,0.52,NA,0.25,-0.15,0,0,36025,45954106,1,32,0,32,"Mil EURO",1.2872e+10,2.79e+08,0.0221551655681729,1.2275e+10,-5.97e+08,-0.0463797389683033,2896124223,276766419,0.105661936898179,2135919643,-760204580,-0.262490322052736,295747668.3,282549608.4,2764597768,-173459255,-0.0590387639321186,2665794132,-98803636,-0.035738882937563,6905065124,7211157398,258277860.7,199832019.5,3.7377,"7.18956987398617",11.9284234874253,3.0399,"7.34643199990344",18.5608670284197,9.129,"7.73320153929188",1.94926318334763,1,1,0.00285714285714286,0.0553960317460317,2995,727303,0.0906751438086588,0.0160812383753943,NA,0.51,NA,0.04,NA,NA,0.49,NA,0.04,-0.23
"Spain",2009,42,56,-0.14,10,0,NA,NA,NA,NA,NA,0.6,0.68,0.25,0.15,0,0,33680,46362946,1,15,0,15,"Mil EURO",1.2275e+10,-5.97e+08,-0.0463797389683033,1.1187e+10,-1.088e+09,-0.0886354378818738,2135919643,-760204580,-0.262490322052736,1353612705,-782306938,-0.366262345385435,282549608.4,145650975.3,2665794132,-98803636,-0.035738882937563,2610513634,-55280498,-0.0207369718975734,7211157398,7103286026,199832019.5,118742558.2,3.7377,"7.26062444444444",12.4109966412642,3.0399,"7.42180722222222",19.2011109041633,9.129,"7.75299166666667",1.89339893340278,1,1,0.00285714285714286,0.0611729508196721,-2345,408840,-0.0650936849410132,0.0088967022881481,0.09,0.52,NA,0.25,-0.15,NA,0.51,NA,0.04,NA
"Spain",2010,44,53,-0.09,10,0,NA,NA,NA,NA,NA,0.54,0.68,0.19,0.14,0,0,31228,46576897,1,1,0,1,"Mil EURO",1.1187e+10,-1.088e+09,-0.0886354378818738,1.01e+10,-1.087e+09,-0.0971663538035219,1353612705,-782306938,-0.366262345385435,676686925.3,-676925779.7,-0.500088228486301,145650975.3,192325978.4,2610513634,-55280498,-0.0207369718975734,2692563697,82050063,0.0314306203696311,7103286026,6559328104,118742558.2,122101803.4,3.7377,"7.26062444444444",12.4109966412642,3.0399,"7.42180722222222",19.2011109041633,9.129,"7.75299166666667",1.89339893340278,1,1,0.00285714285714286,0.0586434426229508,-2452,213951,-0.0728028503562945,0.00461469812552462,NA,0.6,0.68,0.25,0.15,0.09,0.52,NA,0.25,-0.15
"Spain",2011,35,60,-0.25,10,0,10,50,37,3,-0.4,0.48,0.48,0.25,0.04,0,0,31975,46742697,1,0,0,0,"Mil EURO",1.01e+10,-1.087e+09,-0.0971663538035219,1.0846e+10,7.46e+08,0.0738613861386139,676686925.3,-676925779.7,-0.500088228486301,2483813852,1807126926.7,2.67055097288725,192325978.4,87158149.69,2692563697,82050063,0.0314306203696311,2080900824,-611662873,-0.227167466337566,6559328104,6231807703,122101803.4,107816177,3.8437219761984,"7.17205040136173",12.4182835489483,3.1710208768656,"7.31191079692851",19.2033320003286,9.0907527479106,"7.7781446888067",1.8652335742829,1,1,0.00356357926571429,0.0574371900826446,747,165800,0.0239208402715512,0.00355970471798495,NA,0.54,0.68,0.19,0.14,NA,0.6,0.68,0.25,0.15
"Spain",2012,38,60,-0.22,10,0,5,52,42,1,-0.47,0.36,0.29,0.14,-0.03,0,0,28336,46761264,1,1,0,1,"Mil EURO",1.0846e+10,7.46e+08,0.0738613861386139,9.564e+09,-1.282e+09,-0.11820025815969,2483813852,1807126926.7,2.67055097288725,633002851.8,-1850811000.2,-0.745148835815414,87158149.69,76896000,2080900824,-611662873,-0.227167466337566,1835892000,-245008824,-0.117741711269561,6231807703,5498064000,107816177,95121715.82,7.5969,"4.03652922077922",12.6762400855292,7.8127,"3.42157727272727",19.2819588059711,7.7368,"8.66856168831169",0.86817984380545,1,1,0.0285714285714286,0.0572226890756303,-3639,18567,-0.113807662236122,0.000397217131052674,-0.4,0.48,0.48,0.25,0.04,NA,0.54,0.68,0.19,0.14
"Spain",2013,31,67,-0.36,10,0,6,56,37,1,-0.5,0.14,0.2,0.09,-0.18,0,0,28553,46647421,1,4,0,4,"Mil EURO",9.564e+09,-1.282e+09,-0.11820025815969,9.508e+09,-5.6e+07,-0.00585529067335844,633002851.8,-1850811000.2,-0.745148835815414,2177332000,1544329148.2,2.43968750505399,76896000,NA,1835892000,-245008824,-0.117741711269561,NA,NA,NA,5498064000,NA,95121715.82,NA,7.5969,"4.03652922077922",12.6762400855292,7.8127,"3.42157727272727",19.2819588059711,7.7368,"8.66856168831169",0.86817984380545,1,1,0.0285714285714286,0.0573623931623932,217,-113843,0.00765810276679835,-0.00243455779980628,-0.47,0.36,0.29,0.14,-0.03,-0.4,0.48,0.48,0.25,0.04
"Spain",2014,39,59,-0.2,NA,NA,NA,NA,NA,NA,NA,0.32,0.3,0.18,-0.3,0,0,NA,NA,1,NA,NA,NA,"Mil EURO",9.508e+09,-5.6e+07,-0.00585529067335844,NA,NA,NA,2177332000,1544329148.2,2.43968750505399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5969,"4.03652922077922",12.6762400855292,7.8127,"3.42157727272727",19.2819588059711,7.7368,"8.66856168831169",0.86817984380545,1,1,0.0285714285714286,NA,NA,NA,NA,NA,-0.5,0.14,0.2,0.09,-0.18,-0.47,0.36,0.29,0.14,-0.03
"Turkey",2002,NA,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4161,65022300,1,1,1,0,"Mil EURO",2.4363e+10,-7.574e+09,-0.237154397720512,1.8792e+10,-5.571e+09,-0.228666420391577,7674474844,-2864792736,-0.271820856075086,7197398754,-477076090,-0.0621640046644995,1455744930,516234956.6,3684854354,-1377609267,-0.272122304501198,2254225977,-1430628377,-0.388245569447546,10417674650,7846771341,NA,NA,6.28988436522016,"7.13319788745203",3.65025377669115,7.15030842861419,"NA",NA,5.63982534487614,"NA",NA,1,1,0.00680319680727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turkey",2003,NA,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5201,65938265,1,10,0,10,"Mil EURO",1.8792e+10,-5.571e+09,-0.228666420391577,1.5749e+10,-3.043e+09,-0.161930608769689,7197398754,-477076090,-0.0621640046644995,5181481921,-2015916833,-0.280089640980311,516234956.6,447934266.8,2254225977,-1430628377,-0.388245569447546,2080726917,-173499060,-0.0769661346157045,7846771341,7181397761,NA,NA,6.9873,"3.2661",13.84732944,8.499,"4.6154",15.08234896,8.6278,"7.3887",1.53536881,1,1,0.0163636363636364,NA,1040,915965,0.249939918288873,0.0140869363279983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turkey",2004,16,69,-0.53,8,1,15,35,32,18,-0.2,NA,NA,0.27,NA,1,1,6398,66845635,1,14,0,14,"Mil EURO",1.5749e+10,-3.043e+09,-0.161930608769689,1.6112e+10,3.63e+08,0.0230490824814273,5181481921,-2015916833,-0.280089640980311,4801476876,-380005045,-0.0733390660806669,447934266.8,370080784.5,2080726917,-173499060,-0.0769661346157045,2294500864,213773947,0.102740030540971,7181397761,7727286780,NA,NA,6.9873,"3.2661",13.84732944,8.499,"4.6154",15.08234896,8.6278,"7.3887",1.53536881,1,1,0.0163636363636364,0.0597421524663677,1197,907370,0.230148048452221,0.0137609019588247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turkey",2005,17,74,-0.57,8,1,NA,NA,NA,NA,NA,0.09,NA,0.2,NA,1,1,7523,67743052,1,31,0,31,"Mil EURO",1.6112e+10,3.63e+08,0.0230490824814273,1.6302e+10,1.9e+08,0.0117924528301887,4801476876,-380005045,-0.0733390660806669,5608038765,806561889,0.167982041740442,370080784.5,361440567.9,2294500864,213773947,0.102740030540971,2228883502,-65617362,-0.0285976627987009,7727286780,7289051452,NA,NA,6.9873,"3.2661",13.84732944,8.499,"4.6154",15.08234896,8.6278,"7.3887",1.53536881,1,1,0.0163636363636364,0.0647101449275362,1125,897417,0.175836198812129,0.0134252146755731,-0.2,NA,NA,0.27,NA,NA,NA,NA,NA,NA
"Turkey",2006,14,69,-0.55,8,1,NA,NA,NA,NA,NA,-0.12,NA,0.09,NA,1,1,7951,68626337,1,20,0,20,"Mil EURO",1.6302e+10,1.9e+08,0.0117924528301887,1.4485e+10,-1.817e+09,-0.111458716721875,5608038765,806561889,0.167982041740442,3548842254,-2059196511,-0.367186568654184,361440567.9,505212532.7,2228883502,-65617362,-0.0285976627987009,2446292263,217408761,0.0975415542377682,7289051452,7086270524,NA,NA,6.9873,"3.2661",13.84732944,8.499,"4.6154",15.08234896,8.6278,"7.3887",1.53536881,1,1,0.0163636363636364,0.0624457364341085,428,883285,0.0568921972617307,0.013038754144115,NA,0.09,NA,0.2,NA,-0.2,NA,NA,0.27,NA
"Turkey",2007,7,74,-0.67,8,1,NA,NA,NA,NA,NA,-0.33,NA,0.01,NA,1,1,9404,69496513,1,15,0,15,"Mil EURO",1.4485e+10,-1.817e+09,-0.111458716721875,1.4768e+10,2.83e+08,0.0195374525371073,3548842254,-2059196511,-0.367186568654184,4046559326,497717072,0.140247730492672,505212532.7,448384807.5,2446292263,217408761,0.0975415542377682,2540847243,94554980,0.0386523644088392,7086270524,6875233715,NA,NA,6.9873,"3.89223069982889",10.3382403973913,8.499,"5.22123341474072",11.4541424181385,8.6278,"6.74371530855562",4.35494657918022,1,1,0.0138861138836364,0.0580055555555556,1453,870176,0.182744308891963,0.0126799132525461,NA,-0.12,NA,0.09,NA,NA,0.09,NA,0.2,NA
"Turkey",2008,7,71,-0.64,8,1,18,24,35,22,-0.06,-0.29,NA,0.06,NA,1,1,10509,70363511,1,21,0,21,"Mil EURO",1.4768e+10,2.83e+08,0.0195374525371073,1.292e+10,-1.848e+09,-0.125135427952329,4046559326,497717072,0.140247730492672,3307600405,-738958921,-0.182614132517972,448384807.5,343886281.1,2540847243,94554980,0.0386523644088392,2596934329,56087086,0.0220741668569486,6875233715,5881641221,NA,NA,6.9873,"5.10409656862745",3.54645516393335,8.499,"6.39381421568627",4.4318071864766,8.6278,"5.49535784313726",9.81219386609093,1,1,0.00909090909090909,0.0537352941176471,1105,866998,0.117503190131859,0.0124754172918,NA,-0.33,NA,0.01,NA,NA,-0.12,NA,0.09,NA
"Turkey",2009,15,66,-0.51,8,1,NA,NA,NA,NA,NA,-0.3,-0.22,-0.02,NA,0,1,8986,71241080,1,6,1,5,"Mil EURO",1.292e+10,-1.848e+09,-0.125135427952329,1.4353e+10,1.433e+09,0.110913312693498,3307600405,-738958921,-0.182614132517972,4004623711,697023306,0.210733831374047,343886281.1,368508671.7,2596934329,56087086,0.0220741668569486,2566399678,-30534651,-0.0117579603993135,5881641221,6541028922,NA,NA,6.9873,"5.10409656862745",3.54645516393335,8.499,"6.39381421568627",4.4318071864766,8.6278,"5.49535784313726",9.81219386609093,1,1,0.00909090909090909,0.055984555984556,-1523,877569,-0.144923398991341,0.0124719330733796,-0.06,-0.29,NA,0.06,NA,NA,-0.33,NA,0.01,NA
"Turkey",2010,17,67,-0.5,8,1,NA,NA,NA,NA,NA,-0.29,-0.21,-0.13,NA,1,1,10298,72137546,1,15,0,15,"Mil EURO",1.4353e+10,1.433e+09,0.110913312693498,1.2889e+10,-1.464e+09,-0.101999581968926,4004623711,697023306,0.210733831374047,3170803391,-833820320,-0.208214399198017,368508671.7,343651898.6,2566399678,-30534651,-0.0117579603993135,2310762767,-255636911,-0.099609157993356,6541028922,6280534699,NA,NA,6.9873,"5.10409656862745",3.54645516393335,8.499,"6.39381421568627",4.4318071864766,8.6278,"5.49535784313726",9.81219386609093,1,1,0.00909090909090909,0.0495274336283186,1312,896466,0.146004896505675,0.0125835543200636,NA,-0.3,-0.22,-0.02,NA,-0.06,-0.29,NA,0.06,NA
"Turkey",2011,16,69,-0.53,9,0,23,24,38,15,-0.01,-0.32,-0.14,-0.06,NA,0,1,10605,73058638,1,33,0,33,"Mil EURO",1.2889e+10,-1.464e+09,-0.101999581968926,1.2538e+10,-3.51e+08,-0.0272325238575529,3170803391,-833820320,-0.208214399198017,2658069895,-512733496,-0.161704600624353,343651898.6,425913503.6,2310762767,-255636911,-0.099609157993356,2198634572,-112128195,-0.0485243213199134,6280534699,6446258432,NA,NA,6.9873,"4.78143933133532",4.97460797977177,8.499,"6.12584614338893",5.7068933907769,8.6278,"5.85175096298265",7.83917289858476,1,1,0.00998001998,0.0458991869918699,307,921092,0.0298116139056128,0.0127685518994505,NA,-0.29,-0.21,-0.13,NA,NA,-0.3,-0.22,-0.02,NA
"Turkey",2012,25,58,-0.33,9,0,29,17,44,10,0.12,-0.26,-0.17,-0.01,NA,0,1,10419,73997128,1,141,0,141,"Mil EURO",1.2538e+10,-3.51e+08,-0.0272325238575529,1.1807e+10,-7.31e+08,-0.0583027596107832,2658069895,-512733496,-0.161704600624353,3194623179,536553284,0.201858229916862,425913503.6,356711920.5,2198634572,-112128195,-0.0485243213199134,2021367550,-177267022,-0.0806259595193884,6446258432,6226244431,NA,NA,6.9873,"4.44428064516129",6.46694743908429,8.499,"5.84583456221198",7.03928684027289,8.6278,"6.22416175115207",5.77747683132473,1,1,0.0109090909090909,NA,-186,938490,-0.0175388967468175,0.0128457089495702,-0.01,-0.32,-0.14,-0.06,NA,NA,-0.29,-0.21,-0.13,NA
"Turkey",2013,21,68,-0.47,9,0,50,15,32,4,0.35,-0.37,-0.25,0,-0.28,0,1,10490,74932641,1,29,2,27,"Mil EURO",1.1807e+10,-7.31e+08,-0.0583027596107832,1.0306e+10,-1.501e+09,-0.127127974930126,3194623179,536553284,0.201858229916862,2566075004,-628548175,-0.196751898355897,356711920.5,NA,2021367550,-177267022,-0.0806259595193884,NA,NA,NA,6226244431,NA,NA,NA,6.9873,"4.44428064516129",6.46694743908429,8.499,"5.84583456221198",7.03928684027289,8.6278,"6.22416175115207",5.77747683132473,1,1,0.0109090909090909,NA,71,935513,0.00681447355792297,0.0126425582355034,0.12,-0.26,-0.17,-0.01,NA,-0.01,-0.32,-0.14,-0.06,NA
"Turkey",2014,20,71,-0.51,NA,NA,NA,NA,NA,NA,NA,-0.28,-0.06,0.16,-0.16,0,1,NA,NA,1,NA,NA,NA,"Mil EURO",1.0306e+10,-1.501e+09,-0.127127974930126,NA,NA,NA,2566075004,-628548175,-0.196751898355897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9873,"4.44428064516129",6.46694743908429,8.499,"5.84583456221198",7.03928684027289,8.6278,"6.22416175115207",5.77747683132473,1,1,0.0109090909090909,NA,NA,NA,NA,NA,0.35,-0.37,-0.25,0,-0.28,0.12,-0.26,-0.17,-0.01,NA
"United Kingdom",2002,72,25,0.47,10,0,24,21,53,3,0.03,0.62,NA,0.56,NA,0,0,32816,59370479,1,2,0,2,"Mil EURO",5.3225e+10,-4.66e+08,-0.00867929448138427,4.9683e+10,-3.542e+09,-0.0665476749647722,12614215360,-325382920,-0.0251462922541363,11228360890,-1385854470,-0.109864500521735,465223404.1,434227958,18402170210,-178557080,-0.00960980037073678,17803346280,-598823930,-0.0325409407241865,20573212760,19106030150,5625899805,4897802101,4.3562,"6.44035795918367",4.34371439882865,4.2779,"5.91934408163265",2.69433867312687,6.9923,"4.27130285714286",7.40382545143674,1,1,0.00303490136570561,0.00065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United Kingdom",2003,55,38,0.17,10,0,25,26,40,9,-0.01,NA,NA,NA,NA,0,0,36881,59647577,1,0,0,0,"Mil EURO",4.9683e+10,-3.542e+09,-0.0665476749647722,4.9925e+10,2.42e+08,0.00487088138799985,11228360890,-1385854470,-0.109864500521735,11382906470,154545580,0.0137638593481297,434227958,877543663.2,17803346280,-598823930,-0.0325409407241865,17355863560,-447482720,-0.0251347534874775,19106030150,19403465440,4897802101,4699294243,4.3562,"6.44035795918367",4.34371439882865,4.2779,"5.91934408163265",2.69433867312687,6.9923,"4.27130285714286",7.40382545143674,1,1,0.00303490136570561,0.000598689956331878,4065,277098,0.123872501218918,0.00466726906481596,0.03,0.62,NA,0.56,NA,NA,NA,NA,NA,NA
"United Kingdom",2004,54,37,0.17,10,0,28,28,34,10,0,NA,NA,0.48,-0.09,0,0,41776,59987905,1,0,0,0,"Mil EURO",4.9925e+10,2.42e+08,0.00487088138799985,5.529e+10,5.365e+09,0.107461191787682,11382906470,154545580,0.0137638593481297,12772093090,1389186620,0.122041468377276,877543663.2,217702150,17355863560,-447482720,-0.0251347534874775,18994512590,1638649030,0.0944147218221161,19403465440,22641023600,4699294243,3560554147,4.3562,"6.44035795918367",4.34371439882865,4.2779,"5.91934408163265",2.69433867312687,6.9923,"4.27130285714286",7.40382545143674,1,1,0.00303490136570561,0.000592340425531915,4895,340328,0.132724166915214,0.00570564668536333,-0.01,NA,NA,NA,NA,0.03,0.62,NA,0.56,NA
"United Kingdom",2005,53,41,0.12,10,0,NA,NA,NA,NA,NA,0.41,NA,0.41,-0.22,0,0,42138,60401206,1,9,0,9,"Mil EURO",5.529e+10,5.365e+09,0.107461191787682,5.641e+10,1.12e+09,0.0202568276361006,12772093090,1389186620,0.122041468377276,12071742930,-700350160,-0.0548344077251006,217702150,1441005226,18994512590,1638649030,0.0944147218221161,19730686940,736174350,0.0387572119322279,22641023600,22391004280,3560554147,3681017147,4.3562,"6.43564733780114",4.3241128363126,4.2779,"5.92286577544128",2.70591888894596,6.9923,"4.22540212789592",7.65682575774072,1,1,0.0051077989894812,0.0005850622406639,362,413301,0.00866526235158949,0.00688973885652455,0,NA,NA,0.48,-0.09,-0.01,NA,NA,NA,NA
"United Kingdom",2006,48,45,0.03,10,0,NA,NA,NA,NA,NA,0.39,NA,0.32,-0.38,0,0,43627,60846820,1,0,0,0,"Mil EURO",5.641e+10,1.12e+09,0.0202568276361006,5.8581e+10,2.171e+09,0.0384860840276546,12071742930,-700350160,-0.0548344077251006,13239375860,1167632930,0.0967244694300329,1441005226,1331391094,19730686940,736174350,0.0387572119322279,21012824670,1282137730,0.0649819103561329,22391004280,22459988900,3681017147,3614758177,4.3562,"6.43318362369338",4.31386097309048,4.2779,"5.92470766550523",2.71197548716678,6.9923,"4.20139547038328",7.78914809343515,1,1,0.00619195046439629,0.00056144578313253,1489,445614,0.0353362760453748,0.00737756792471989,NA,0.41,NA,0.41,-0.22,0,NA,NA,0.48,-0.09
"United Kingdom",2007,50,43,0.07,10,0,NA,NA,NA,NA,NA,0.49,NA,0.38,NA,0,0,48799,61322463,1,1,1,0,"Mil EURO",5.8581e+10,2.171e+09,0.0384860840276546,5.2766e+10,-5.815e+09,-0.0992642665710726,13239375860,1167632930,0.0967244694300329,11872329040,-1367046820,-0.103256137937004,1331391094,1093001945,21012824670,1282137730,0.0649819103561329,20246559840,-766264830,-0.0364665313699588,22459988900,18997414760,3614758177,2807567989,4.3562,"6.43318362369338",4.31386097309048,4.2779,"5.92470766550523",2.71197548716678,6.9923,"4.20139547038328",7.78914809343515,1,1,0.00619195046439629,0.000552156862745098,5172,475643,0.118550438948358,0.00781705601048666,NA,0.39,NA,0.32,-0.38,NA,0.41,NA,0.41,-0.22
"United Kingdom",2008,48,46,0.02,10,0,50,19,26,5,0.31,0.27,NA,0.43,-0.25,0,0,45735,61806995,1,1,1,0,"Mil EURO",5.2766e+10,-5.815e+09,-0.0992642665710726,4.7241e+10,-5.525e+09,-0.104707576848728,11872329040,-1367046820,-0.103256137937004,10345887180,-1526441860,-0.128571391077281,1093001945,1022256335,20246559840,-766264830,-0.0364665313699588,17843019670,-2403540170,-0.118713509306972,18997414760,17424823890,2807567989,2175698950,4.3562,"6.43318362369338",4.31386097309048,4.2779,"5.92470766550523",2.71197548716678,6.9923,"4.20139547038328",7.78914809343515,1,1,0.00619195046439629,0.000574409448818898,-3064,484532,-0.0627881718887682,0.00790137865140861,NA,0.49,NA,0.38,NA,NA,0.39,NA,0.32,-0.38
"United Kingdom",2009,64,30,0.34,10,0,NA,NA,NA,NA,NA,0.27,0.02,0.48,-0.03,0,0,38622,62276270,1,0,0,0,"Mil EURO",4.7241e+10,-5.525e+09,-0.104707576848728,4.8962e+10,1.721e+09,0.0364302195127115,10345887180,-1526441860,-0.128571391077281,11995694450,1649807270,0.159465035844321,1022256335,770815043.8,17843019670,-2403540170,-0.118713509306972,18451385110,608365440,0.0340954306642873,17424823890,17198810670,2175698950,1940089141,4.3562,"6.43318362369338",4.31386097309048,4.2779,"5.92470766550523",2.71197548716678,6.9923,"4.20139547038328",7.78914809343515,1,1,0.00619195046439629,0.000592592592592593,-7113,469275,-0.155526402099049,0.00759258721444067,0.31,0.27,NA,0.43,-0.25,NA,0.49,NA,0.38,NA
"United Kingdom",2010,74,21,0.53,10,0,NA,NA,NA,NA,NA,0.48,0.19,0.39,-0.15,0,0,38978,62766365,1,1,1,0,"Mil EURO",4.8962e+10,1.721e+09,0.0364302195127115,4.8112e+10,-8.5e+08,-0.0173604019443651,11995694450,1649807270,0.159465035844321,10584733520,-1410960930,-0.117622279883929,770815043.8,755887260.8,18451385110,608365440,0.0340954306642873,18330266070,-121119040,-0.00656422481444807,17198810670,17716107680,1940089141,1571230345,5.99419346582711,"5.08844181198603",5.76300257527632,5.66497378366774,"4.88119891451092",3.89637607559302,4.65763818629437,"5.99275263318084",11.2403264662137,1,1,0.0041894328577185,0.000553629032258065,356,490095,0.00921754440474332,0.00786969097539081,NA,0.27,0.02,0.48,-0.03,0.31,0.27,NA,0.43,-0.25
"United Kingdom",2011,66,27,0.39,10,0,36,18,45,2,0.18,0.35,0.23,0.47,-0.11,0,0,40972,63258918,1,0,0,0,"Mil EURO",4.8112e+10,-8.5e+08,-0.0173604019443651,4.671e+10,-1.402e+09,-0.0291403392085134,10584733520,-1410960930,-0.117622279883929,9108451710,-1476281810,-0.13947274224812,755887260.8,870754097.1,18330266070,-121119040,-0.00656422481444807,18148348550,-181917520,-0.00992443422835709,17716107680,17827544410,1571230345,1847054525,6.90418983516484,"4.34136302816901",6.5680812426564,6.43557032967033,"4.30147183098592",4.55437640208707,3.36060384615385,"6.98795105633803",13.157647783231,1,1,0.00307692307692308,0.000516269841269841,1994,492553,0.051157062958592,0.00784740362135028,NA,0.48,0.19,0.39,-0.15,NA,0.27,0.02,0.48,-0.03
"United Kingdom",2012,62,32,0.3,10,0,29,16,51,4,0.13,0.19,-0.03,0.49,-0.15,0,0,40124,63695687,1,2,2,0,"Mil EURO",4.671e+10,-1.402e+09,-0.0291403392085134,4.6271e+10,-4.39e+08,-0.00939841575679723,9108451710,-1476281810,-0.13947274224812,10450783580,1342331870,0.147372123467074,870754097.1,1000643610,18148348550,-181917520,-0.00992443422835709,18102552590,-45795960,-0.00252342299211572,17827544410,15919330160,1847054525,NA,6.90418983516484,"4.34136302816901",6.5680812426564,6.43557032967033,"4.30147183098592",4.55437640208707,3.36060384615385,"6.98795105633803",13.157647783231,1,1,0.00307692307692308,0.00048695652173913,-848,436769,-0.0206970614077907,0.00690446523287047,0.18,0.35,0.23,0.47,-0.11,NA,0.48,0.19,0.39,-0.15
"United Kingdom",2013,65,27,0.38,10,0,28,18,53,2,0.1,0.29,0.06,0.45,-0.21,0,0,39954,64097085,1,3,0,3,"Mil EURO",4.6271e+10,-4.39e+08,-0.00939841575679723,4.9602e+10,3.331e+09,0.0719889347539495,10450783580,1342331870,0.147372123467074,10019562840,-431220740,-0.0412620486013356,1000643610,NA,18102552590,-45795960,-0.00252342299211572,NA,NA,NA,15919330160,NA,NA,NA,6.90418983516484,"4.34136302816901",6.5680812426564,6.43557032967033,"4.30147183098592",4.55437640208707,3.36060384615385,"6.98795105633803",13.157647783231,1,1,0.00307692307692308,0.000472868217054264,-170,401398,-0.00423686571627957,0.00630180815853354,0.13,0.19,-0.03,0.49,-0.15,0.18,0.35,0.23,0.47,-0.11
